gene_id	product	Chr	Start	End	Strand	Length	batch_1	batch_2	batch_3	chemostat_1	chemostat_2	chemostat_3	batch	chemostat	log2fold
gene_1310	karyopherin MSN5	NC_001136.10	1141168	1144842	+	3675	59.30524078896525	62.13938915230058	57.45220770197783	69.32913444058593	267.9189984970337	248.52254130710352	59.63227921441455	195.25689141490773	1.7112080592906254
gene_1311	Mrx8p	NC_001136.10	1145092	1146036	+	945	22.93210857527854	22.042141170351798	19.24554152392987	32.11999610063247	24.962932516790044	25.00855761580916	21.406597089853403	27.363828744410558	0.35421456348124536
gene_1312	mitochondrial 37S ribosomal protein MRPS28	NC_001136.10	1146319	1147179	+	861	104.99230197880142	90.72222737797235	85.70659576888869	104.6926702171391	82.05637223340885	83.42698517148837	93.80704170855415	90.05867587401211	-0.05883097336598792
gene_1313	hypothetical protein	NC_001136.10	1147379	1149466	-	2088	18.286379682872976	14.96395359625176	15.017701099975001	24.52212345979582	55.116177735090886	55.292357853703066	16.089344793033245	44.97688634952993	1.4830781239791597
gene_1314	rRNA-processing protein FCF1	NC_001136.10	1149951	1150520	-	570	124.55755815624978	122.25967040405075	130.56231255254053	110.2684076660469	64.01385665196655	67.0151192361136	125.79318037094701	80.43246118470903	-0.6452039515149746
gene_1316	arginine--tRNA ligase	NC_001136.10	1151803	1153626	-	1824	237.16628079169652	258.5422563008738	269.3306131482359	194.1463580095795	331.6856974013093	337.0293897443031	255.01305008026875	287.62048171839734	0.17359533172614072
gene_1317	hexose transporter HXT7	NC_001136.10	1154216	1155928	-	1713	37.831954952561105	13.232778167325137	16.718830534557107	879.7074238515048	1270.1436653840003	1185.1711757617059	22.594521218147786	1111.6740883324037	5.620617031871386
gene_1318	hexose transporter HXT6	NC_001136.10	1159608	1161320	-	1713	23.73533479507815	10.550458268543013	8.542468156343046	644.1641950033704	1010.1337148130783	928.4427014869151	14.276087073321404	860.9135371011213	5.914195740725171
gene_1319	hypothetical protein	NC_001136.10	1162006	1162449	-	444	7.437440619009257	11.728504170035164	10.358154920847625	13.120268677469651	3.4602084676738674	3.516828414723163	9.841366569964014	6.699101853288894	-0.5548911215662403
gene_1320	hexose transporter HXT3	NC_001136.10	1162957	1164660	-	1704	925.7223900045101	995.1834988221384	963.5272418977199	42.64330468225774	80.82058349495391	87.52995165533206	961.4777102414561	70.33127994418123	-3.7730150357619356
gene_1321	Svf1p	NC_001136.10	1167214	1168659	-	1446	254.06111990038886	260.88120906015973	266.15105195902584	218.39416435831774	314.87897055832195	331.7541471222184	260.3644603065248	288.34242734628606	0.14725059389293843
gene_1322	mitochondrial 37S ribosomal protein MRP1	NC_001136.10	1169178	1170143	+	966	111.74061600811191	103.37538713844657	110.79891971797704	114.89563822558256	103.80625403021602	99.25271303774261	108.63830762151184	105.9848684311804	-0.03567461926772017
gene_1323	Pal1p	NC_001136.10	1170326	1171825	-	1500	82.00522026519607	83.11507966896917	79.85572453705107	79.71599032247877	102.57046529176107	115.27382026037034	81.65867482373876	99.18675862487005	0.2805413614856268
gene_1324	putative aspartic endopeptidase	NC_001136.10	1172386	1174176	-	1791	73.86674169222889	73.62990587147702	69.0985306490776	65.3942969187538	108.74940898403584	94.36822912840488	72.19839273759449	89.5039783437315	0.30998506931488007
gene_1326	Atp22p	NC_001136.10	1176120	1178174	-	2055	28.422423621038664	23.3280904754276	23.29519486246633	38.79123616665633	79.09047926111697	70.92270636358379	25.0152363196442	62.93480726378569	1.3310510078683582
gene_1327	Sbe2p	NC_001136.10	1178666	1181260	+	2595	31.097529894568474	31.576435232349002	24.65055806911966	42.06149778390758	95.40289060872234	98.08043689950155	29.10817439867905	78.51494176404383	1.4315428226388303
gene_1328	Ypq2p	NC_001136.10	1181801	1182754	+	954	69.01266637277223	86.37351239686272	71.87339515117596	70.06162671464429	57.834912959691785	44.93725196590708	75.75319130693697	57.611263880081054	-0.39495577820686706
gene_1329	thioredoxin-disulfide reductase TRR1	NC_001136.10	1183299	1184258	+	960	338.39192716395405	345.40875975759803	349.93496218106753	226.4368475105667	174.24621212214834	191.08101053329187	344.5785497008732	197.25469005533566	-0.8047732964891341
gene_1330	anthranilate phosphoribosyltransferase	NC_001136.10	1184747	1185889	+	1143	127.1197199763472	133.4626634781954	130.2196293174945	142.70444461793764	158.18095852223394	143.01768886540864	130.26733759067903	147.9676973351934	0.18380684898296865
gene_1331	Spc110p	NC_001136.10	1186107	1188941	+	2835	33.4153582096916	35.81847940182167	34.730459991459654	42.718513332491	113.44540619016466	122.11209773344316	34.65476586765764	92.75867241869962	1.4204283589174729
gene_1332	Cnl1p	NC_001136.10	1189199	1189567	-	369	107.38938649886538	100.86177043786337	77.04691139941646	237.63574350874433	93.6727863748854	103.16030016521279	95.0993561120484	144.82294334961418	0.6067826838802751
gene_1333	ubiquitin-binding protein	NC_001136.10	1190059	1191732	+	1674	25.15134488901518	17.109323287470648	15.984431966482353	54.03045939052302	108.25509348865386	98.27581625587506	19.415033380989396	86.85378971168397	2.1614145377226586
gene_1334	Eaf1p	NC_001136.10	1191936	1194884	-	2949	27.85446351870049	26.799186358005063	29.843517840015426	47.097247588599636	132.22939501467994	123.67513258443124	28.165722572240327	101.00059172923693	1.8423513055419058
gene_1335	protein-transporting protein BCP1	NC_001136.10	1195412	1196263	-	852	139.288335536463	148.48655527945925	142.55394131463595	79.88872269587526	62.036594670438625	67.0151192361136	143.44294404351942	69.64681220080917	-1.0423477877997478
gene_1336	transcription factor TFIIIC subunit TFC6	NC_001136.10	1196679	1198697	-	2019	28.11142581664903	29.054214245882054	26.50613086863938	38.87547819284978	73.4058510642242	73.2672586400659	27.890590310390156	61.84952929904663	1.1489840943572567
gene_1337	Esc2p	NC_001136.10	1199183	1200553	+	1371	22.12923387680052	20.2203095447871	17.229936631813768	25.046824092794765	36.08503116288462	39.85738870019585	19.859826684467127	33.663081318625075	0.7613141332007849
gene_1339	proteasome regulatory particle lid subunit SEM1	NC_001136.10	1202128	1202397	+	270	588.5907867654826	595.6240353017856	492.420407267447	596.1665942920422	142.85717816539253	166.26783227385621	558.8784097782384	301.7638682437636	-0.8891143705859139
gene_1340	Cdc40p	NC_001136.10	1202843	1204210	-	1368	29.57035053128023	27.20613544705525	32.24326773008668	33.61841697135576	51.40881151972603	48.84483909337727	29.673251236140718	44.62402252815301	0.5886575106350089
gene_1341	Esf1p	NC_001136.10	1204497	1206383	-	1887	129.8270884524116	130.02812235568393	137.591747718639	299.125877835562	484.9235009697234	458.9461081213728	132.4823195089115	414.33182897555275	1.6449868045651432
gene_1342	gag-pol fusion protein	NC_001136.10	1206997	1212265	+	5269	3.0944636927354425	2.9649587311609102	3.173982149351331	1.3965456645834784	5.684628196892782	5.861380691205272	3.0778015244158943	4.314184850893844	0.4871873237641165
gene_1343	gag protein	NC_001136.10	1206997	1208319	+	1323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-inf
gene_1344	hypothetical protein	NC_001136.10	1212438	1212836	-	399	1.5517968208835107	3.8386081759513577	0.0	3.0736838373810977	0.49431549538198105	0.19537935637350906	1.7968016656116228	1.2544595630455293	-0.5183660062809279
gene_1345	Kei1p	NC_001136.10;NC_001136.10	1212848;1212979	1212877;1213614	+;+	666	87.0800339142334	97.96750542029369	82.86523936678097	75.95945023798221	46.21849881821523	42.006561620304446	89.30425956710269	54.72817022550063	-0.7064453832465083
gene_1346	trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1	NC_001136.10	1213904	1214842	+	939	118.47035005183837	112.21980911573579	121.33150971762551	115.91372394724324	116.65845691014754	110.78009506377964	117.34055629506656	114.45075864039013	-0.03597472317330596
gene_1347	Xrs2p	NC_001136.10	1215016	1217580	-	2565	15.207608844658404	14.689073953307195	14.588423187830687	25.69941208476974	61.29512142736565	68.18739537435467	14.828368661932096	51.72730962883002	1.8025661717829942
gene_1348	Dxo1p	NC_001136.10	1217782	1219110	-	1329	33.85462530074982	29.502693267447366	28.62787409685528	33.68216295387481	46.21849881821523	42.98345840217199	30.66173088835082	40.96137339142068	0.417824900118493
gene_1349	putative chitinase	NC_001136.10	1219413	1220948	+	1536	29.292185562953453	26.623596667228256	25.042016584208316	30.939449368950847	53.13891575356296	47.28180424238919	26.985932938130006	43.78672312163434	0.6982858690451962
gene_1350	Vps74p	NC_001136.10	1221112	1222149	-	1038	192.66947869460904	183.70402740315188	180.04574275974653	140.89420254862299	146.56454438075738	155.5219676733132	185.4730829525025	147.66023820089785	-0.3289284456839284
gene_1351	frequenin	NC_001136.10	1222759	1223331	+	573	124.62580471800591	112.53151183038972	99.9628506307027	151.96228521670002	88.48247367337461	83.62236452786188	112.37338905969943	108.0223744726455	-0.05697028075365025
gene_1352	mRNA-binding phosphate metabolism regulator	NC_001136.10	1223474	1224394	-	921	3.5854762593269385	0.9977880535534801	0.45395526452041696	6.3250806653599625	9.39199441225764	8.596691680434398	1.679073192466945	8.104588919350666	2.2710730319006864
gene_1353	Wip1p	NC_001136.10	1224757	1225026	+	270	129.94861525991175	106.07780438231802	88.26403526491974	132.85998387079795	31.636191704446787	30.869938307014433	108.09681830238317	65.12203796075305	-0.7311063192559869
gene_1354	bifunctional AAA family ATPase chaperone/translocase BCS1	NC_001136.10	1225166	1226536	-	1371	66.83931864829545	60.325785382237754	60.685971499662664	59.48620722038757	72.66437782115122	72.29036185819835	62.61702517673195	68.14698229991238	0.12209477942231145
gene_1355	NADPH-adrenodoxin reductase	NC_001136.10	1226822	1228303	+	1482	41.22208990859787	41.648898709072235	41.893914032092205	41.583395761492355	58.57638620276476	57.05077206106465	41.58830088325411	52.403518008440585	0.3334858888988221
gene_1356	F1F0 ATP synthase subunit f	NC_001136.10	1228611	1228916	+	306	756.0851092025661	712.7467447644898	619.6244580904195	1341.6253273227637	366.040624330357	400.13692185294656	696.1521040191584	702.6009578353559	0.013302982700054857
gene_1357	U4/U6-U5 snRNP complex subunit LSM6	NC_001136.10	1229349	1229609	-	261	279.9298770913312	285.1953508932688	223.46339236762802	217.3218126975917	48.195760799743155	49.82173587524481	262.8628734507427	105.11310312419323	-1.3223678736028939
gene_1358	Rga2p	NC_001136.10	1230167	1233196	+	3030	23.840310895091555	23.25208398066377	21.249600986134922	35.82058971078635	102.07614979637908	104.13719694708033	22.780665287296745	80.67797881808191	1.8243649978379697
gene_1359	Sdh6p	NC_001136.10	1233278	1233517	-	240	42.137749507074325	19.145058277557396	16.54950661217245	231.2274719289849	57.58775521200079	51.580150082606394	25.944104798934728	113.46512574119737	2.1287702264803903
gene_1360	phenylpyruvate decarboxylase ARO10	NC_001136.10	1234218	1236125	+	1908	14.170312374346649	12.442281060886359	10.95631023645975	93.20124654700389	139.89128519310063	128.55961649376897	12.522967890564253	120.55071607795783	3.266991684906301
gene_1361	RNA-binding protein YRA1	NC_001136.10;NC_001136.10	1236558;1237609	1236842;1238004	+;+	681	558.5534286903747	553.4917876190162	515.7091789186129	572.2298864784284	383.0945089210353	404.0445089804167	542.5847984093347	453.1229681266268	-0.2599460101161992
gene_1362	hypothetical protein	NC_001136.10;NC_001136.10	1238312;1238825	1238630;1238850	-;-	345	131.01213333876524	112.76161860868588	97.55498634543763	128.86085392150974	41.52250161208641	48.64945973700375	113.77624609762957	73.0109384235333	-0.6400148713427977
gene_1363	ribosomal protein P2B	NC_001136.10	1239492	1239824	+	333	4302.559398096856	4214.902439772637	4551.938262488855	1948.244808528125	531.6363152833206	607.4344189652396	4356.466700119449	1029.1051809255619	-2.081768073743725
gene_1364	Nkp1p	NC_001136.10	1239960	1240676	-	717	24.179461761381564	23.070195748688413	21.57522112839923	34.63681587877256	27.92882548908193	35.16828414723163	22.94162621282307	32.57797517169538	0.5059292153798813
gene_1365	putative ammonium permease ATO3	NC_001136.10	1241204	1242031	-	828	58.576581686852805	61.96709684040317	55.796200782457845	1803.3113752808977	1420.4155759801226	1344.0145924933688	58.7799597699046	1522.5805145847962	4.695050314010501
gene_1366	elongation factor 2	NC_001136.10	1243230	1245758	+	2529	324.96674856497924	355.9209410745902	345.5175757701485	239.67897446169135	622.3432086859142	615.4449725765536	342.13508846990595	492.489051908053	0.5255255787395767
gene_1367	Mus81p	NC_001136.10	1246084	1247982	+	1899	18.476106435058544	18.630893995221733	17.723259762599252	29.70742135402458	53.880388996635936	52.947805577220954	18.27675339762651	45.511871975960496	1.316233029810245
gene_1368	Cin10p	NC_001136.10	1248154	1249821	-	1668	31.181068494443487	24.057579226475003	24.564205194894363	37.31402424705587	53.880388996635936	48.64945973700375	26.600950971937618	46.614624326898515	0.809304763580839
gene_1369	amphiphysin	NC_001136.10	1250186	1251634	+	1449	119.36091295703987	113.31126279388009	115.12700251946053	152.34780759193268	203.1636686019942	192.83942474065344	115.93305942346016	182.7836336448601	0.6568448622061994
gene_1370	Sac7p	NC_001136.10	1252537	1254501	+	1965	52.72634429674731	54.01537052965813	50.000919937138136	48.52549029221158	91.94268214104848	90.6560213573082	52.24754492118118	77.04139793018942	0.5602706063041176
gene_1371	E1 ubiquitin-activating protein UBA2	NC_001136.10	1254937	1256847	-	1911	64.80030680612461	57.22478957687486	59.28997824537698	67.86592582701067	127.03908231316913	125.43354679179282	60.43835820945881	106.77951831065754	0.8210985464145373
gene_1373	hypothetical protein	NC_001136.10	1257358	1258056	-	699	23.91631924374543	19.9393453877851	15.850442294016533	56.14419919267791	37.07366215364858	30.67455895064092	19.90203564184902	41.29747343232247	1.0531374465491663
gene_1374	transcriptional regulator SPT3	NC_001136.10	1258696	1259709	+	1014	58.619354464617345	49.54303049340297	49.47843770689988	77.40590776268611	71.42858908269626	76.39332834204204	52.54694088830673	75.07594172914146	0.5147438615287577
gene_1375	She9p	NC_001136.10	1259901	1261271	+	1371	48.32302091464604	38.87661724633099	36.13712373221118	45.84463338413328	58.32922845507377	64.27980824688449	41.11225396439607	56.151223362030514	0.44974895045157365
gene_1376	proteasome regulatory particle base subunit RPT3	NC_001136.10	1261681	1262967	+	1287	221.14250157558823	213.49640745882186	233.735639945196	275.6302695687883	386.80187513640016	365.94553448758245	222.79151632653534	342.7925597309236	0.6216414924318696
gene_1377	Sxm1p	NC_001136.10	1263324	1266158	+	2835	77.96916915594706	87.19611727683285	89.29636316275507	50.61332718887541	133.46518375313488	125.23816743541931	84.82054986517834	103.10555945914321	0.28163636739493336
gene_1378	negative cofactor 2 transcription regulator complex subunit NCB2	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	158.65275116366175	143.7832948192066	141.73440678953278	223.17140147842042	87.74100043030164	99.64347175048962	148.05681759080036	136.85195788640388	-0.113534858834912
gene_1379	Utp5p	NC_001136.10	1267471	1269402	+	1932	73.38986921374081	69.84180680135844	74.76763039562708	43.00651651813933	71.67574683038725	72.48574121457186	72.6664354702421	62.389334854366155	-0.21998973029057947
gene_1380	hypoxanthine phosphoribosyltransferase	NC_001136.10	1270068	1270733	+	666	909.2271156738818	919.4227386627564	936.628311630585	661.537757527154	356.89578766579035	353.4412556796779	921.7593886557411	457.2916002908741	-1.011275788240279
gene_1381	trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase	NC_001136.10	1271063	1272085	+	1023	43.77948000734995	39.52528160527979	44.54752204295224	37.46333856045509	31.636191704446787	34.191387365364086	42.61742788519399	34.43030587675532	-0.3077645599937991
gene_1382	putative cytochrome P450	NC_001136.10	1272234	1273703	-	1470	4.773622601384513	5.522112047404311	4.835086786800114	8.34285613003441	20.019777562970233	16.60724529174827	5.0436071451963125	14.989959661584303	1.5714684036321873
gene_1383	Dit1p	NC_001136.10	1274602	1276212	+	1611	8.327301996609528	6.1796587860520455	4.801189804178227	10.848043375784963	15.076622609150423	18.170280142736342	6.436050195613267	14.698315375890578	1.1914031051850897
gene_1384	DNA-directed RNA polymerase II subunit RPB7	NC_001136.10	1276654	1277169	-	516	157.59158334871654	164.14290275177117	148.27709718617177	128.93835643990678	55.36333548278188	52.16628815172692	156.67052776221985	78.82266002480519	-0.9910514785028695
gene_1385	mitochondrial 54S ribosomal protein YmL41	NC_001136.10	1277646	1278437	+	792	121.17534644891504	93.40467826323457	97.3966178611106	188.1408862506055	133.2180260054439	138.3285843124444	103.99221419108675	153.22916552283127	0.559215391948692
gene_1386	ATP-binding cassette multidrug transporter PDR15	NC_001136.10	1279210	1283799	+	4590	15.333037302294088	13.047002678039116	15.211655200455725	21.64235031379514	90.95405115028451	104.33257630345383	14.530565060262974	72.3096592558445	2.315097471436456
gene_1387	Trs120p	NC_001136.10	1284069	1287938	-	3870	28.051835140922126	29.880142634740743	31.00584837335614	23.133640602428745	88.9767891687566	90.26526264456119	29.645942049673007	67.45856413858218	1.18616692061133
gene_1388	phosphoribosylglycinamide formyltransferase	NC_001136.10	1288215	1288859	-	645	330.22236348401105	336.2406514235197	350.03118024276614	173.50230451821557	76.12458628882509	83.81774388423538	338.8313983834323	111.14821156375866	-1.608082840103715
gene_1389	SUMO ligase SIZ1	NC_001136.10	1289406	1292120	+	2715	23.489574198102996	21.549649390871238	22.86805915121939	30.264747707075102	71.42858908269626	66.23360181061958	22.635760913397878	55.97564620013031	1.306195409977168
gene_1390	protein-S-isoprenylcysteine carboxyl O-methyltransferase	NC_001136.10	1292372	1293091	-	720	52.17054700875868	58.286066311674745	52.261599827913	40.028328473894256	18.2896733291333	20.90559113196547	54.23940438278214	26.40786431166434	-1.0383737316781327
gene_1391	Dfm1p	NC_001136.10	1293369	1294394	-	1026	69.80211996159348	69.11627276810195	64.9959077781842	77.39706662738793	71.92290457807825	73.85339670918643	67.97143350262654	74.39112263821754	0.13020189910390567
gene_1392	Rrp17p	NC_001136.10	1294693	1295400	+	708	113.98035321526157	119.62957319196882	125.48689224216398	80.1143970537732	54.869019987399895	61.34911790128184	119.69893954979811	65.44417831415164	-0.871073617233856
gene_1393	Erd1p	NC_001136.10	1295598	1296686	-	1089	59.32024780216681	54.991498890908666	52.02164757893269	38.85288784524289	41.028186116704426	36.145180929099176	55.44446475733606	38.675418297015504	-0.5196265682407867
gene_1394	putative aminopeptidase	NC_001136.10	1297037	1298161	-	1125	53.01903502604399	51.189631376793464	43.481651056823615	52.05386034732802	52.644600258180986	52.55704686447394	49.23010581988702	52.41850248999432	0.09053526889384042
gene_1395	mRNA splicing protein SYF1	NC_001136.10	1298432	1301011	+	2580	21.198867810867956	19.946479321734216	18.878996526982526	24.718136534101944	62.036594670438625	55.68311656645008	20.008114553194897	47.47928259033022	1.2467128414163346
gene_1396	ribosomal 60S subunit protein L12B	NC_001136.10	1301616	1302113	+	498	1956.5509262148798	1961.2536005780485	1960.7544802906157	961.6649434948397	448.8384698068388	459.9230049032403	1959.519669027848	623.4754727349729	-1.6520953437948054
gene_1397	DNA-directed DNA polymerase eta	NC_001136.10	1303174	1305072	+	1899	31.626746897659036	26.13164352576555	25.20886015922502	28.415794338632203	65.2496453904215	64.86594631600501	27.655750194216534	52.8437953483529	0.9341545580614511
gene_1399	Hkr1p	NC_001136.10	1306267	1311675	+	5409	17.284933751416276	15.88519533179471	16.42535028793716	18.53543868157811	111.46814420863673	98.47119561224856	16.53182645704938	76.15825950082113	2.203754296608718
gene_1400	Aro80p	NC_001136.10	1312040	1314892	+	2853	14.03416108392441	15.460993435503763	15.533766790771198	25.89926078853216	80.82058349495391	72.09498250182484	15.009640436733124	59.604942261770304	1.989542446535966
gene_1401	Sip1p	NC_001136.10	1315326	1317773	-	2448	31.363030845601543	32.84691371149553	30.058959378146046	42.95906341222068	90.21257790721154	92.02367685192277	31.422967978414373	75.06510605711833	1.2563229289933202
gene_1402	Cad1p	NC_001136.10	1318046	1319275	-	1230	31.54563228404171	26.771951412519286	30.59215599682712	39.135117200216285	51.40881151972603	48.84483909337727	29.63657989779604	46.46292260443986	0.6487008882770924
gene_1403	dynein light chain	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	170.14145071980857	135.0447121513726	122.13105049390421	150.55266989494888	34.84924242442966	44.74187260953357	142.43907112169515	76.71459497630404	-0.8927719606751511
gene_1404	Snx41p	NC_001136.10	1320064	1321941	+	1878	18.023318560762053	15.658578016149182	14.91598376345121	28.89680160374937	47.70144530436117	55.292357853703066	16.199293446787483	43.96353492060454	1.4403764133905888
gene_1405	proteasome regulatory particle lid subunit RPN9	NC_001136.10	1322205	1323386	+	1182	181.94358224954502	180.76044871196322	181.63337740530173	219.7040342416358	256.0554266078662	262.98061367874317	181.44580278893667	246.2466915094151	0.4405656484381832
gene_1406	arylformamidase	NC_001136.10	1323454	1324239	-	786	37.54913961371945	34.490333996210275	31.38355613075692	53.44045152759636	32.62482269521075	36.731318998219706	34.47434324689555	40.932197740342275	0.2477130205491628
gene_1407	translation initiation factor eIF3 core subunit g	NC_001136.10	1324477	1325301	-	825	457.5581081911032	441.4734408148508	471.55799893210235	293.2210553120548	232.0811250818401	259.073026551273	456.86318264601886	261.458402315056	-0.8051807536799813
gene_1408	Cym1p	NC_001136.10	1325501	1328470	-	2970	49.96420019886446	50.073674309786476	49.90366906126642	49.13857989316226	144.09296690384747	128.16885778102196	49.98051452330578	107.13346819267724	1.0999715570827624
gene_1409	mRNA-binding protein NPL3	NC_001136.10	1328783	1330027	+	1245	318.9497125217054	309.6424847203982	341.02268032286366	223.85491258304975	244.93332796177162	275.6802718430213	323.2049591883224	248.15617079594756	-0.38120100915322563
gene_1410	GPI-anchor transamidase GPI17	NC_001136.10	1331237	1332841	+	1605	80.11235687326281	83.49869653763352	82.05559599148957	72.7816734072955	123.57887384549527	120.54906288245509	81.88888313412862	105.6365367117486	0.36736937460257496
gene_1411	leucine carboxy methyltransferase	NC_001136.10	1332983	1333969	-	987	42.03058197839806	31.19073324246433	21.815379056839067	67.40850245490567	51.65596926741702	47.86794231150972	31.678898092567152	55.64413801127747	0.8127075111481257
gene_1412	salt homeostasis regulator	NC_001136.10	1334821	1336953	+	2133	19.06171050350158	17.376855520558426	19.013127738612514	49.30322889503808	94.66141736564937	95.54050526664594	18.48389792089084	79.83505050911113	2.110753176187447
gene_1413	phosphatidylinositol N-acetylglucosaminyltransferase GPI19	NC_001136.10	1337352	1337774	+	423	18.54085374171457	18.82823698218411	18.779581971259518	47.83829206477177	13.099360627622499	10.941243956916507	18.716224231719398	23.959632216436926	0.3563162673758844
gene_1414	Thi74p	NC_001136.10	1338274	1339386	+	1113	24.29196407030854	21.05440371224641	21.97522795998498	49.30942797609959	50.17302278127108	45.3280106786541	22.440531914179974	48.27015381200826	1.1050244866683856
gene_1415	Lrs4p	NC_001136.10	1339676	1340719	+	1044	27.676682763267213	23.326162958863033	21.42525356929767	23.200571896094246	31.88334945213778	27.939247961411795	24.142699763809304	27.674389769881273	0.19696443079290263
gene_1416	histone methyltransferase DOT1	NC_001136.10	1342493	1344241	+	1749	29.737005288011286	35.20326324792715	31.912743634197305	25.76912208603681	39.545239630558484	38.8804919183283	32.284337390045245	34.731617878307866	0.10541515439901644
gene_1417	adenine phosphoribosyltransferase APT2	NC_001136.10	1344517	1345062	-	546	94.87844921530079	104.63160054987412	98.39729784449554	202.1538216123722	126.54476681778715	104.72333501620085	99.30244920322349	144.47397448212007	0.5409084087104239
gene_1418	Ssn2p	NC_001136.10	1345676	1349938	-	4263	13.362270162090525	14.622638928390074	13.632394794426288	23.3743813988033	97.38015259025028	93.97747041565786	13.872434628302296	71.57733480157049	2.3672817171490608
gene_1419	putative hydrolase	NC_001136.10	1350290	1352353	+	2064	28.398483293804244	24.562070890974802	24.10515650977383	31.640403135599243	60.80080593198367	56.26925463557061	25.688570231517627	49.57015456771784	0.948345105922215
gene_1421	Ecm11p	NC_001136.10	1353725	1354633	+	909	0.4541011599065058	1.179453535251061	1.6098182565253731	1.349174753701934	2.2244197292189147	1.3676554946145634	1.0811243172276466	1.6470833258451376	0.607379781889993
gene_1422	ribosomal 40S subunit protein S17B	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	3535.7294119387493	3679.577721315849	3056.349911103934	1177.9108059067376	463.91509241598925	503.88336008727987	3423.8856814528444	715.2364194700021	-2.259142428689693
gene_1423	chromatin-binding transcription regulator ADA2	NC_001136.10	1356065	1357369	+	1305	35.58430640991499	33.448837450445104	32.35813997007946	26.54850252413823	42.01681710746839	35.36366350360514	33.79709461014652	34.64299437840392	0.0356643629854633
gene_1424	snoRNA-binding rRNA-processing protein UTP6	NC_001136.10	1357580	1358902	-	1323	62.08829396572014	74.43853346920277	71.89426431353112	40.32380462849964	47.45428755667018	53.533943646341484	69.47369724948467	47.1040119438371	-0.5606169551269903
gene_1425	ribosomal 40S subunit protein S18A	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	3389.740049198827	3330.2850580226373	3256.573159344783	1220.1427090175323	520.2670588895351	562.8879257120796	3325.5327555220824	767.7658978730491	-2.1148470955237366
gene_1426	Yhp1p	NC_001136.10	1361120	1362181	-	1062	67.24160650039302	56.966463424747054	52.360020919867644	51.09999379646075	46.9599720612882	38.29435384920777	58.85603028166924	45.4514399023189	-0.37286426351075613
gene_1427	endopolyphosphatase	NC_001136.10	1362878	1364902	+	2025	160.3209190618362	172.9767833314519	158.04940115858727	143.83701957522285	286.95014506924	299.12579460784235	163.78236785062512	243.3043197507684	0.5709818754420205
gene_1428	thioredoxin peroxidase TSA2	NC_001136.10	1365072	1365662	-	591	14.318017029234829	12.698583493743653	12.02635799762465	37.352279729392635	27.18735224600896	23.640902121194596	13.014319506867713	29.393511365532063	1.1753977255651822
gene_1429	guanylate kinase	NC_001136.10	1366264	1366827	-	564	405.82513420187087	410.87195991410414	405.4907107215378	220.16486688900645	115.66982591938357	110.78009506377964	407.3959349458376	148.87159595738987	-1.4523630681643966
gene_1430	bifunctional K:H/Na:H antiporter NHX1	NC_001136.10	1367485	1369386	+	1902	63.80479420629551	73.52024482611945	58.36153419268519	72.05582721456769	132.9708682577529	119.57216610058755	65.22885774170005	108.1996205243027	0.7301131472319365
gene_1431	E3 ubiquitin-protein ligase TOM1	NC_001136.10	1369790	1379596	+	9807	29.000103043805908	31.469189296851763	33.42354992563173	30.575585153220324	274.3450999369995	266.10668338071935	31.297614088763137	190.3424561569797	2.604472761120084
gene_1432	Heh2p	NC_001136.10	1380055	1382046	-	1992	47.763714095798534	49.74639640795034	44.180991019179466	62.48975144988875	133.7123415008259	143.79920629090267	47.23036717430944	113.33376641387243	1.2627910717323254
gene_1433	palmitoyltransferase PFA5	NC_001136.10	1382319	1383443	-	1125	33.38915008560556	38.528366169235504	33.26160486825396	40.06239513642522	50.91449602434405	43.37421711491901	35.05970704103168	44.78370275856276	0.3531598343662153
gene_1434	TFIIH/NER complex subunit TFB3	NC_001136.10	1383811	1384776	+	966	49.99484540324702	48.041015802069495	45.6612735556507	71.73042607453498	64.50817214734853	74.63491413468046	47.8990449203224	70.29117078552132	0.5533465651245953
gene_1435	mating pheromone a	NC_001136.10	1385176	1385286	+	111	1084.0069702205992	1016.9303027430487	875.734916035299	1229.1620129418939	90.21257790721154	85.38077873522346	992.2240629996489	468.251789861443	-1.0833814376556665
gene_1436	hypothetical protein	NC_001136.10	1385524	1385766	-	243	45.86421715055709	39.70826902011905	36.13147642423615	184.2123233156363	37.32081990133957	45.132631322280595	40.567987531637435	88.88859151308549	1.131656495258017
gene_1437	mitochondrial 54S ribosomal protein YmL28	NC_001136.10	1386073	1386516	+	444	112.02644932382695	110.0409655953299	92.28174384027882	171.25403326381442	65.2496453904215	72.29036185819835	104.7830529198119	102.93134683747809	-0.025723006074672587
gene_1438	Stp1p	NC_001136.10	1386816	1388375	+	1560	96.44715664256573	101.02699983387978	93.93687558812054	128.33959980418797	203.6579840973762	207.49287646866662	97.13701068818868	179.83015345674357	0.8885419392694356
